FREQ,TEMP,DURATION,Lonely,Sample,ZFREQ,ZTEMP,ZDURATION,COMPOSITE
7,7,6,1.45,1,2.67295570775355,2.04131526128229,2.03784882090061,2.25070659664549
5,5,4,1.9,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,5,1.35,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
3,6,4,2.35,1,-1.95053524619855,1.06837559185855,.123883914448873,-.252758579963709
3,5,5,1.6,1,-1.95053524619855,.0954359224347981,1.08086636767474,-.258077652029668
6,6,4,1.8,1,1.51708296926552,1.06837559185855,.123883914448873,.903114158524315
5,7,4,2.95,1,.361210230777501,2.04131526128229,.123883914448873,.842136468836223
5,5,5,1.95,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,4,4,2.05,1,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
6,4,3,2.35,1,1.51708296926552,-.87750374698895,-.833098538776997,-.0645064388334743
4,6,4,1.7,1,-.794662507710522,1.06837559185855,.123883914448873,.132532332865632
4,5,5,2.5,1,-.794662507710522,.0954359224347981,1.08086636767474,.127213260799673
5,6,5,2.55,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,6,4,1.7,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
4,5,5,1.65,1,-.794662507710522,.0954359224347981,1.08086636767474,.127213260799673
5,3,2,2.1,1,.361210230777501,-1.8504434164127,-1.79008099200287,-1.09310472587935
3,4,6,2.52631578947368,1,-1.95053524619855,-.87750374698895,2.03784882090061,-.263396724095627
5,6,5,2.5,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,5,5,1.2,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
3,5,5,1.65,1,-1.95053524619855,.0954359224347981,1.08086636767474,-.258077652029668
4,5,3,2.05,1,-.794662507710522,.0954359224347981,-.833098538776997,-.510775041350907
5,4,5,2.05,1,.361210230777501,-.87750374698895,1.08086636767474,.188190950487765
4,5,4,2.73684210526316,1,-.794662507710522,.0954359224347981,.123883914448873,-.191780890275617
4,5,2,3.3,1,-.794662507710522,.0954359224347981,-1.79008099200287,-.829769192426197
5,6,3,1.75,1,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
5,5,4,1.95,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,7,5,2.05,1,.361210230777501,2.04131526128229,1.08086636767474,1.16113061991151
6,6,4,1.45,1,1.51708296926552,1.06837559185855,.123883914448873,.903114158524315
5,5,3,1.7,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,5,5,1.85,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,5,5,2.05,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,5,3,1.8,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,5,3,2.65,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,5,6,2.15,1,.361210230777501,.0954359224347981,2.03784882090061,.831498324704304
5,5,3,2.55,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,5,4,1.55,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,6,5,2.9,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,5,5,2.5,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,6,4,1.6,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,6,6,1.45,1,.361210230777501,1.06837559185855,2.03784882090061,1.15581154784555
4,5,4,1.6,1,-.794662507710522,.0954359224347981,.123883914448873,-.191780890275617
5,5,5,1.6,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,3,5,1.95,1,.361210230777501,-1.8504434164127,1.08086636767474,-.136122272653485
5,4,5,1.8,1,.361210230777501,-.87750374698895,1.08086636767474,.188190950487765
5,6,5,2.2,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
4,6,4,1.55,1,-.794662507710522,1.06837559185855,.123883914448873,.132532332865632
4,6,5,2.1,1,-.794662507710522,1.06837559185855,1.08086636767474,.451526483940923
6,4,3,3.3,1,1.51708296926552,-.87750374698895,-.833098538776997,-.0645064388334743
4,6,5,2.35,1,-.794662507710522,1.06837559185855,1.08086636767474,.451526483940923
5,5,6,1.65,1,.361210230777501,.0954359224347981,2.03784882090061,.831498324704304
6,4,4,2.3,1,1.51708296926552,-.87750374698895,.123883914448873,.254487712241816
4,6,4,2.35,1,-.794662507710522,1.06837559185855,.123883914448873,.132532332865632
5,5,3,1.4,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,2,3,1.4,1,.361210230777501,-2.82338308583645,-.833098538776997,-1.09842379794531
5,5,3,2.35,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
6,4,4,1.3,1,1.51708296926552,-.87750374698895,.123883914448873,.254487712241816
5,5,5,1.1,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,6,5,1.1,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,5,4,2.35,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,4,4,2.35,1,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
5,6,4,1.85,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,4,4,1.35,1,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
5,5,4,1.05,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,4,5,1.47368421052632,1,.361210230777501,-.87750374698895,1.08086636767474,.188190950487765
4,6,5,2.6,1,-.794662507710522,1.06837559185855,1.08086636767474,.451526483940923
6,6,4,2.15,1,1.51708296926552,1.06837559185855,.123883914448873,.903114158524315
5,5,4,1.6,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,4,6,2.3,1,.361210230777501,-.87750374698895,2.03784882090061,.507185101563055
5,6,3,1.5,1,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
6,3,3,2.8,1,1.51708296926552,-1.8504434164127,-.833098538776997,-.388819661974724
5,5,4,2.35,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,4,1.4,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,3,2.8,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,5,4,2.2,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
4,5,5,1.45,1,-.794662507710522,.0954359224347981,1.08086636767474,.127213260799673
5,6,4,2.45,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,6,5,1.85,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,5,4,2.1,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,6,3,2.35,1,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
5,5,4,2.1,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,4,2.35,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
4,6,5,2.5,1,-.794662507710522,1.06837559185855,1.08086636767474,.451526483940923
5,6,4,2.5,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,6,3,1.9,1,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
5,6,5,2.25,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,5,5,1.6,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
4,5,5,2.33333333333333,1,-.794662507710522,.0954359224347981,1.08086636767474,.127213260799673
5,5,4,1.4,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,6,2.35,1,.361210230777501,.0954359224347981,2.03784882090061,.831498324704304
5,7,4,1.5,1,.361210230777501,2.04131526128229,.123883914448873,.842136468836223
4,4,4,1.95,1,-.794662507710522,-.87750374698895,.123883914448873,-.516094113416867
5,5,6,2.3,1,.361210230777501,.0954359224347981,2.03784882090061,.831498324704304
5,7,4,1.55,1,.361210230777501,2.04131526128229,.123883914448873,.842136468836223
5,3,3,1.45,1,.361210230777501,-1.8504434164127,-.833098538776997,-.774110574804065
5,5,2,1.6,1,.361210230777501,.0954359224347981,-1.79008099200287,-.444478279596856
4,3,5,1.8,1,-.794662507710522,-1.8504434164127,1.08086636767474,-.521413185482826
5,5,6,1.95,1,.361210230777501,.0954359224347981,2.03784882090061,.831498324704304
5,6,6,2.65,1,.361210230777501,1.06837559185855,2.03784882090061,1.15581154784555
5,4,3,1.4,1,.361210230777501,-.87750374698895,-.833098538776997,-.449797351662815
5,6,4,1.65,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,5,5,1.2,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
4,7,6,3.7,1,-.794662507710522,2.04131526128229,2.03784882090061,1.09483385815746
4,5,3,1.95,1,-.794662507710522,.0954359224347981,-.833098538776997,-.510775041350907
5,6,4,2.52631578947368,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,5,4,1.7,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
6,5,5,1.4,1,1.51708296926552,.0954359224347981,1.08086636767474,.897795086458355
4,4,5,2.2,1,-.794662507710522,-.87750374698895,1.08086636767474,-.197099962341576
5,5,5,2.5,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,5,5,1.15,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,7,4,1.5,1,.361210230777501,2.04131526128229,.123883914448873,.842136468836223
1,5,4,2.47368421052632,1,-4.26228072317459,.0954359224347981,.123883914448873,-1.34765362876364
5,5,3,2.35,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,4,3,2.7,1,.361210230777501,-.87750374698895,-.833098538776997,-.449797351662815
5,4,5,1.75,1,.361210230777501,-.87750374698895,1.08086636767474,.188190950487765
5,6,6,1.15,1,.361210230777501,1.06837559185855,2.03784882090061,1.15581154784555
5,5,4,2.05,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
4,5,4,1.7,1,-.794662507710522,.0954359224347981,.123883914448873,-.191780890275617
5,5,3,2.2,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,4,4,3.2,1,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
4,6,4,2.1,1,-.794662507710522,1.06837559185855,.123883914448873,.132532332865632
5,6,3,1.8,1,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
4,5,5,2.05,1,-.794662507710522,.0954359224347981,1.08086636767474,.127213260799673
5,7,4,2.55,1,.361210230777501,2.04131526128229,.123883914448873,.842136468836223
5,5,5,2.65,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
3,6,5,2.35,1,-1.95053524619855,1.06837559185855,1.08086636767474,.0662355711115814
5,5,4,1.45,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,6,3,1.45,1,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
5,5,4,1.3,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,3,1.5,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
6,3,3,1.65,1,1.51708296926552,-1.8504434164127,-.833098538776997,-.388819661974724
5,5,5,2.1,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
4,6,3,1.4,1,-.794662507710522,1.06837559185855,-.833098538776997,-.186461818209658
5,6,5,1.4,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
4,6,3,1.45,1,-.794662507710522,1.06837559185855,-.833098538776997,-.186461818209658
5,3,4,3.25,1,.361210230777501,-1.8504434164127,.123883914448873,-.455116423728775
5,5,4,2.8,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
6,5,5,1.8,1,1.51708296926552,.0954359224347981,1.08086636767474,.897795086458355
4,5,3,3.6,1,-.794662507710522,.0954359224347981,-.833098538776997,-.510775041350907
5,5,4,1.95,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,6,5,2.55,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
4,5,6,2.52631578947368,1,-.794662507710522,.0954359224347981,2.03784882090061,.446207411874963
3,6,4,1.65,1,-1.95053524619855,1.06837559185855,.123883914448873,-.252758579963709
3,6,4,2.55,1,-1.95053524619855,1.06837559185855,.123883914448873,-.252758579963709
5,5,3,1.95,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,6,4,2.25,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,5,4,2.05,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,5,1.95,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,5,4,2.3,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
4,6,5,2.6,1,-.794662507710522,1.06837559185855,1.08086636767474,.451526483940923
5,5,6,2.75,1,.361210230777501,.0954359224347981,2.03784882090061,.831498324704304
5,5,6,1.85,1,.361210230777501,.0954359224347981,2.03784882090061,.831498324704304
5,5,4,2.05,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,5,1.5,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,4,4,1.6,1,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
5,5,3,1.4,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,5,4,1.84210526315789,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,4,4,1.2,1,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
5,5,4,2.2,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,4,3,2.6,1,.361210230777501,-.87750374698895,-.833098538776997,-.449797351662815
3,6,5,2.65,1,-1.95053524619855,1.06837559185855,1.08086636767474,.0662355711115814
5,6,5,2.25,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,5,5,2.85,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,6,4,2.25,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
4,5,4,2.55,1,-.794662507710522,.0954359224347981,.123883914448873,-.191780890275617
4,5,5,2.35,1,-.794662507710522,.0954359224347981,1.08086636767474,.127213260799673
5,5,3,1.7,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,6,4,2.1,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
6,4,4,1.35,1,1.51708296926552,-.87750374698895,.123883914448873,.254487712241816
2,4,4,1.15,1,-3.10640798468657,-.87750374698895,.123883914448873,-1.28667593907555
5,6,4,1.75,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,5,4,1.8,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,6,3,1.45,1,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
4,6,5,1.6,1,-.794662507710522,1.06837559185855,1.08086636767474,.451526483940923
6,4,3,1.55,1,1.51708296926552,-.87750374698895,-.833098538776997,-.0645064388334743
5,6,3,2.3,1,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
5,5,6,2.25,1,.361210230777501,.0954359224347981,2.03784882090061,.831498324704304
5,4,4,2.3,1,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
5,5,4,1.4,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
6,7,4,1.7,1,1.51708296926552,2.04131526128229,.123883914448873,1.22742738166556
6,5,3,2.57894736842105,1,1.51708296926552,.0954359224347981,-.833098538776997,.259806784307775
4,5,4,2.75,1,-.794662507710522,.0954359224347981,.123883914448873,-.191780890275617
5,5,4,2.05,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,4,2.25,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
6,4,4,1.95,1,1.51708296926552,-.87750374698895,.123883914448873,.254487712241816
5,3,4,2.15,1,.361210230777501,-1.8504434164127,.123883914448873,-.455116423728775
5,4,4,2.1,1,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
5,4,4,1.45,1,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
6,5,4,1.15,1,1.51708296926552,.0954359224347981,.123883914448873,.578800935383065
5,5,3,1.3,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
4,4,3,1.4,1,-.794662507710522,-.87750374698895,-.833098538776997,-.835088264492157
5,4,6,2.3,1,.361210230777501,-.87750374698895,2.03784882090061,.507185101563055
5,5,5,2.05,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,6,5,2.85,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,5,4,1.2,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
4,4,6,2.4,1,-.794662507710522,-.87750374698895,2.03784882090061,.121894188733714
4,6,4,1.25,1,-.794662507710522,1.06837559185855,.123883914448873,.132532332865632
5,6,5,1.95,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,5,4,2.05,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,4,3,1.85,1,.361210230777501,-.87750374698895,-.833098538776997,-.449797351662815
5,6,6,1.6,1,.361210230777501,1.06837559185855,2.03784882090061,1.15581154784555
5,5,3,1.4,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,5,5,1.5,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
4,6,4,2.5,1,-.794662507710522,1.06837559185855,.123883914448873,.132532332865632
5,5,4,1.7,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,3,1.75,1,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,5,4,2,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,6,5,1.3,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
6,4,5,1.8,1,1.51708296926552,-.87750374698895,1.08086636767474,.573481863317106
6,6,5,1.75,1,1.51708296926552,1.06837559185855,1.08086636767474,1.2221083095996
5,4,3,2.5,1,.361210230777501,-.87750374698895,-.833098538776997,-.449797351662815
5,5,4,2.55,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
4,5,5,1.45,1,-.794662507710522,.0954359224347981,1.08086636767474,.127213260799673
4,3,3,1.3,1,-.794662507710522,-1.8504434164127,-.833098538776997,-1.15940148763341
5,4,3,1.8,1,.361210230777501,-.87750374698895,-.833098538776997,-.449797351662815
5,5,5,2.15,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,6,4,1.45,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,5,4,1.4,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
5,5,5,1.8,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,6,5,1.1,1,.361210230777501,1.06837559185855,1.08086636767474,.836817396770264
5,5,5,1.4,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
6,5,5,1.15,1,1.51708296926552,.0954359224347981,1.08086636767474,.897795086458355
4,3,6,3.6,1,-.794662507710522,-1.8504434164127,2.03784882090061,-.202419034407536
5,6,4,1.6,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,5,4,1.95,1,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
6,5,4,2.35,1,1.51708296926552,.0954359224347981,.123883914448873,.578800935383065
5,5,5,1.95,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,6,4,1.7,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,6,4,2.3,1,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
4,4,5,2.5,1,-.794662507710522,-.87750374698895,1.08086636767474,-.197099962341576
4,6,4,1.25,1,-.794662507710522,1.06837559185855,.123883914448873,.132532332865632
6,4,4,3,1,1.51708296926552,-.87750374698895,.123883914448873,.254487712241816
5,5,5,1.35,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
5,5,5,1.8,1,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
3,5,5,3.3,1,-1.95053524619855,.0954359224347981,1.08086636767474,-.258077652029668
6,6,6,2.65,1,1.51708296926552,1.06837559185855,2.03784882090061,1.54110246067489
3,6,5,2.6,2,-1.95053524619855,1.06837559185855,1.08086636767474,.0662355711115814
6,2,6,2.7,2,1.51708296926552,-2.82338308583645,2.03784882090061,.243849568109897
6,3,3,2.55,2,1.51708296926552,-1.8504434164127,-.833098538776997,-.388819661974724
4,5,6,2.75,2,-.794662507710522,.0954359224347981,2.03784882090061,.446207411874963
5,5,5,2.85,2,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
4,6,5,2.35,2,-.794662507710522,1.06837559185855,1.08086636767474,.451526483940923
6,6,5,2.3,2,1.51708296926552,1.06837559185855,1.08086636767474,1.2221083095996
6,6,2,2.25,2,1.51708296926552,1.06837559185855,-1.79008099200287,.265125856373734
6,6,2,1.5,2,1.51708296926552,1.06837559185855,-1.79008099200287,.265125856373734
5,3,2,1.55,2,.361210230777501,-1.8504434164127,-1.79008099200287,-1.09310472587935
5,6,3,1.9,2,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
5,4,3,2,2,.361210230777501,-.87750374698895,-.833098538776997,-.449797351662815
5,6,4,1.75,2,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
5,6,4,1,2,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
4,4,4,3.1,2,-.794662507710522,-.87750374698895,.123883914448873,-.516094113416867
3,4,6,2.7,2,-1.95053524619855,-.87750374698895,2.03784882090061,-.263396724095627
5,6,1,2.25,2,.361210230777501,1.06837559185855,-2.74706344522874,-.439159207530897
5,5,5,2.6,2,.361210230777501,.0954359224347981,1.08086636767474,.512504173629014
6,6,4,2.15,2,1.51708296926552,1.06837559185855,.123883914448873,.903114158524315
5,4,5,1.8,2,.361210230777501,-.87750374698895,1.08086636767474,.188190950487765
4,6,3,2.3,2,-.794662507710522,1.06837559185855,-.833098538776997,-.186461818209658
5,5,6,1.95,2,.361210230777501,.0954359224347981,2.03784882090061,.831498324704304
3,6,5,3.25,2,-1.95053524619855,1.06837559185855,1.08086636767474,.0662355711115814
5,5,3,2.55,2,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,2,3,2.15,2,.361210230777501,-2.82338308583645,-.833098538776997,-1.09842379794531
5,5,4,3,2,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
4,5,4,2.05,2,-.794662507710522,.0954359224347981,.123883914448873,-.191780890275617
5,3,5,1.4,2,.361210230777501,-1.8504434164127,1.08086636767474,-.136122272653485
4,5,3,2.5,2,-.794662507710522,.0954359224347981,-.833098538776997,-.510775041350907
5,5,3,1.85,2,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
3,6,5,1.9,2,-1.95053524619855,1.06837559185855,1.08086636767474,.0662355711115814
5,6,3,1.8,2,.361210230777501,1.06837559185855,-.833098538776997,.198829094619683
5,4,3,3.6,2,.361210230777501,-.87750374698895,-.833098538776997,-.449797351662815
5,6,4,2.75,2,.361210230777501,1.06837559185855,.123883914448873,.517823245694974
6,5,5,2.55,2,1.51708296926552,.0954359224347981,1.08086636767474,.897795086458355
5,5,4,3.15,2,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
4,3,4,2.4,2,-.794662507710522,-1.8504434164127,.123883914448873,-.840407336558116
5,3,5,2.2,2,.361210230777501,-1.8504434164127,1.08086636767474,-.136122272653485
5,2,3,2.45,2,.361210230777501,-2.82338308583645,-.833098538776997,-1.09842379794531
2,2,4,2.75,2,-3.10640798468657,-2.82338308583645,.123883914448873,-1.93530238535805
5,5,3,2.45,2,.361210230777501,.0954359224347981,-.833098538776997,-.125484128521566
5,4,4,2.15,2,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
4,6,6,2.65,2,-.794662507710522,1.06837559185855,2.03784882090061,.770520635016213
6,3,3,2.55,2,1.51708296926552,-1.8504434164127,-.833098538776997,-.388819661974724
5,4,4,1.9,2,.361210230777501,-.87750374698895,.123883914448873,-.130803200587525
6,4,3,1.75,2,1.51708296926552,-.87750374698895,-.833098538776997,-.0645064388334743
5,4,3,2.55,2,.361210230777501,-.87750374698895,-.833098538776997,-.449797351662815
4,4,5,2.05,2,-.794662507710522,-.87750374698895,1.08086636767474,-.197099962341576
3,6,5,1.8,2,-1.95053524619855,1.06837559185855,1.08086636767474,.0662355711115814
5,6,6,2.3,2,.361210230777501,1.06837559185855,2.03784882090061,1.15581154784555
6,4,3,1.95,2,1.51708296926552,-.87750374698895,-.833098538776997,-.0645064388334743
4,5,5,2.25,2,-.794662507710522,.0954359224347981,1.08086636767474,.127213260799673
5,5,4,2,2,.361210230777501,.0954359224347981,.123883914448873,.193510022553724
